# Exported from the Chinese client item sheet on 2026-08-03.
# SeriesKey|JobKey|StageKey|Item.RowId|ItemName
# Elegant Weapons exported from the Chinese client item sheet on 2026-08-03.
anima|mch|anima-animated|13618|费迪南德·元灵
anima|blm|anima-animated|13620|弯月杖·元灵
anima|smn|anima-animated|13621|四方天使录·元灵
anima|pld|anima-awoken|13597|高洁之剑·觉醒
anima|pld|anima-awoken|13610|圣女盾·觉醒
anima|war|anima-awoken|13599|罗摩斧·觉醒
anima|drk|anima-awoken|13603|死亡使者·觉醒
anima|whm|anima-awoken|13605|炽天使杖·觉醒
anima|sch|anima-awoken|13608|几何原本·觉醒
anima|ast|anima-awoken|13609|天宇星象·觉醒
anima|mnk|anima-awoken|13598|旭日·觉醒
anima|drg|anima-awoken|13600|贯雷枪布里欧纳克·觉醒
anima|nin|anima-awoken|13602|不动行光·觉醒
anima|brd|anima-awoken|13601|拨铃波琴弓·觉醒
anima|mch|anima-awoken|13604|费迪南德·觉醒
anima|blm|anima-awoken|13606|弯月杖·觉醒
anima|smn|anima-awoken|13607|四方天使录·觉醒
anima|pld|anima-anima|13223|全能剑阿尔玛斯
anima|pld|anima-anima|13236|安喀勒盾
anima|war|anima-anima|13225|天雷神斧
anima|drk|anima-anima|13229|诺统
anima|whm|anima-anima|13231|天威杖
anima|sch|anima-anima|13234|星象四书
anima|ast|anima-anima|13235|天津四天仪
anima|mnk|anima-anima|13224|军神护拳
anima|drg|anima-anima|13226|先锋枪隆格米安特
anima|nin|anima-anima|13228|神无
anima|brd|anima-anima|13227|甘狄拔神弓
anima|mch|anima-anima|13230|末日
anima|blm|anima-anima|13232|无尽魔源杖
anima|smn|anima-anima|13233|巨龙之书
anima|pld|anima-hyperconductive|14870|全能剑阿尔玛斯·超导
anima|pld|anima-hyperconductive|14883|安喀勒盾·超导
anima|war|anima-hyperconductive|14872|天雷神斧·超导
anima|drk|anima-hyperconductive|14876|诺统·超导
anima|whm|anima-hyperconductive|14878|天威杖·超导
anima|sch|anima-hyperconductive|14881|星象四书·超导
anima|ast|anima-hyperconductive|14882|天津四天仪·超导
anima|mnk|anima-hyperconductive|14871|军神护拳·超导
anima|drg|anima-hyperconductive|14873|先锋枪隆格米安特·超导
anima|nin|anima-hyperconductive|14875|神无·超导
anima|brd|anima-hyperconductive|14874|甘狄拔神弓·超导
anima|mch|anima-hyperconductive|14877|末日·超导
anima|blm|anima-hyperconductive|14879|无尽魔源杖·超导
anima|smn|anima-hyperconductive|14880|巨龙之书·超导
anima|pld|anima-reconditioned|15223|双子领主之利剑
anima|pld|anima-reconditioned|15236|双子领主之坚盾
anima|war|anima-reconditioned|15225|鲜血皇帝之巨斧
anima|drk|anima-reconditioned|15229|无道暴君之斩首
anima|whm|anima-reconditioned|15231|纯白沙皇之法杖
anima|sch|anima-reconditioned|15234|绝世巨擘之诺言
anima|ast|anima-reconditioned|15235|末代王储之天球
anima|mnk|anima-reconditioned|15224|强权苏丹之对拳
anima|drg|anima-reconditioned|15226|盖世霸王之尖枪
anima|nin|anima-reconditioned|15228|荆棘亲王之锐刺
anima|brd|anima-reconditioned|15227|独裁帝王之长弓
anima|mch|anima-reconditioned|15230|王朝君主之烈火
anima|blm|anima-reconditioned|15232|漆黑可汗之魔杖
anima|smn|anima-reconditioned|15233|疯狂女王之书卷
anima|pld|anima-sharp|15237|双子领主之利剑·灵慧
anima|pld|anima-sharp|15250|双子领主之坚盾·灵慧
anima|war|anima-sharp|15239|鲜血皇帝之巨斧·灵慧
anima|drk|anima-sharp|15243|无道暴君之斩首·灵慧
anima|whm|anima-sharp|15245|纯白沙皇之法杖·灵慧
anima|sch|anima-sharp|15248|绝世巨擘之诺言·灵慧
anima|ast|anima-sharp|15249|末代王储之天球·灵慧
anima|mnk|anima-sharp|15238|强权苏丹之对拳·灵慧
anima|drg|anima-sharp|15240|盖世霸王之尖枪·灵慧
anima|nin|anima-sharp|15242|荆棘亲王之锐刺·灵慧
anima|brd|anima-sharp|15241|独裁帝王之长弓·灵慧
anima|mch|anima-sharp|15244|王朝君主之烈火·灵慧
anima|blm|anima-sharp|15246|漆黑可汗之魔杖·灵慧
anima|smn|anima-sharp|15247|疯狂女王之书卷·灵慧
anima|pld|anima-complete|15251|血族剑
anima|pld|anima-complete|15264|圣母盾
anima|war|anima-complete|15253|米诺斯斧
anima|drk|anima-complete|15257|克洛诺斯巨剑
anima|whm|anima-complete|15259|辛德利幻杖
anima|sch|anima-complete|15262|远征记
anima|ast|anima-complete|15263|寿星仪
anima|mnk|anima-complete|15252|尼耶佩尔斗拳
anima|drg|anima-complete|15254|屠龙戟
anima|nin|anima-complete|15256|藏骨短刀
anima|brd|anima-complete|15255|特尔潘德弓
anima|mch|anima-complete|15258|死锁
anima|blm|anima-complete|15260|死亡命运
anima|smn|anima-complete|15261|摹仿论
anima|pld|anima-lux|16050|血族剑·灵光
anima|pld|anima-lux|16063|圣母盾·灵光
anima|war|anima-lux|16052|米诺斯斧·灵光
anima|drk|anima-lux|16056|克洛诺斯巨剑·灵光
anima|whm|anima-lux|16058|辛德利幻杖·灵光
anima|sch|anima-lux|16061|远征记·灵光
anima|ast|anima-lux|16062|寿星仪·灵光
anima|mnk|anima-lux|16051|尼耶佩尔斗拳·灵光
anima|drg|anima-lux|16053|屠龙戟·灵光
anima|nin|anima-lux|16055|藏骨短刀·灵光
anima|brd|anima-lux|16054|特尔潘德弓·灵光
anima|mch|anima-lux|16057|死锁·灵光
anima|blm|anima-lux|16059|死亡命运·灵光
anima|smn|anima-lux|16060|摹仿论·灵光
eureka|pld|eureka-anemos|21990|嘉拉汀·常风
eureka|pld|eureka-anemos|22005|艾瓦拉克血十字盾·常风
eureka|war|eureka-anemos|21992|伐煞斧·常风
eureka|drk|eureka-anemos|21996|裂斩剑卡拉德博尔格·常风
eureka|whm|eureka-anemos|21998|驱除之杖·常风
eureka|sch|eureka-anemos|22001|工具论·常风
eureka|ast|eureka-anemos|22002|昴星团天仪·常风
eureka|mnk|eureka-anemos|21991|善见神轮·常风
eureka|drg|eureka-anemos|21993|龙须·常风
eureka|nin|eureka-anemos|21995|息风·常风
eureka|sam|eureka-anemos|22003|菊一文字·常风
eureka|brd|eureka-anemos|21994|必中琴弓·常风
eureka|mch|eureka-anemos|21997|外来者·常风
eureka|blm|eureka-anemos|21999|破坏之杖·常风
eureka|smn|eureka-anemos|22000|雷蒙盖顿·常风
eureka|rdm|eureka-anemos|22004|死印剑·常风
eureka|pld|eureka-pagos|22957|元素长剑
eureka|pld|eureka-pagos|22972|元素之盾
eureka|war|eureka-pagos|22959|元素战斧
eureka|drk|eureka-pagos|22963|元素断头剑
eureka|whm|eureka-pagos|22965|元素牧杖
eureka|sch|eureka-pagos|22968|元素魔导典
eureka|ast|eureka-pagos|22969|元素天仪
eureka|mnk|eureka-pagos|22958|元素指虎
eureka|drg|eureka-pagos|22960|元素龙枪
eureka|nin|eureka-pagos|22962|元素匕首
eureka|sam|eureka-pagos|22970|元素武士刀
eureka|brd|eureka-pagos|22961|元素竖琴弓
eureka|mch|eureka-pagos|22964|元素手炮
eureka|blm|eureka-pagos|22966|元素法杖
eureka|smn|eureka-pagos|22967|元素魔导书
eureka|rdm|eureka-pagos|22971|元素刺剑
eureka|pld|eureka-pyros|24071|涌火长剑
eureka|pld|eureka-pyros|24086|涌火之盾
eureka|war|eureka-pyros|24073|涌火战斧
eureka|drk|eureka-pyros|24077|涌火断头剑
eureka|whm|eureka-pyros|24079|涌火牧杖
eureka|sch|eureka-pyros|24082|涌火魔导典
eureka|ast|eureka-pyros|24083|涌火天仪
eureka|mnk|eureka-pyros|24072|涌火指虎
eureka|drg|eureka-pyros|24074|涌火龙枪
eureka|nin|eureka-pyros|24076|涌火匕首
eureka|sam|eureka-pyros|24084|涌火武士刀
eureka|brd|eureka-pyros|24075|涌火竖琴弓
eureka|mch|eureka-pyros|24078|涌火手炮
eureka|blm|eureka-pyros|24080|涌火法杖
eureka|smn|eureka-pyros|24081|涌火魔导书
eureka|rdm|eureka-pyros|24085|涌火刺剑
eureka|pld|eureka-hydatos|24691|安忒亚·优雷卡
eureka|pld|eureka-hydatos|24706|柏勒洛丰·优雷卡
eureka|war|eureka-hydatos|24693|沙玛什·优雷卡
eureka|drk|eureka-hydatos|24697|剑鱼·优雷卡
eureka|whm|eureka-hydatos|24699|夜蔷薇·优雷卡
eureka|sch|eureka-hydatos|24702|杰巴特·优雷卡
eureka|ast|eureka-hydatos|24703|辇道增七·优雷卡
eureka|mnk|eureka-hydatos|24692|杜穆齐德·优雷卡
eureka|drg|eureka-hydatos|24694|璎珞蛇·优雷卡
eureka|nin|eureka-hydatos|24696|鹊·优雷卡
eureka|sam|eureka-hydatos|24704|鸟头太刀·优雷卡
eureka|brd|eureka-hydatos|24695|泽鹰·优雷卡
eureka|mch|eureka-hydatos|24698|玛丽弗里斯·优雷卡
eureka|blm|eureka-hydatos|24700|座头鲸·优雷卡
eureka|smn|eureka-hydatos|24701|图亚·优雷卡
eureka|rdm|eureka-hydatos|24705|布鲁奈罗·优雷卡
eureka|pld|eureka-physeos|24707|安忒亚·改
eureka|pld|eureka-physeos|24722|柏勒洛丰·改
eureka|war|eureka-physeos|24709|沙玛什·改
eureka|drk|eureka-physeos|24713|剑鱼·改
eureka|whm|eureka-physeos|24715|夜蔷薇·改
eureka|sch|eureka-physeos|24718|杰巴特·改
eureka|ast|eureka-physeos|24719|辇道增七·改
eureka|mnk|eureka-physeos|24708|杜穆齐德·改
eureka|drg|eureka-physeos|24710|璎珞蛇·改
eureka|nin|eureka-physeos|24712|鹊·改
eureka|sam|eureka-physeos|24720|鸟头太刀·改
eureka|brd|eureka-physeos|24711|泽鹰·改
eureka|mch|eureka-physeos|24714|玛丽弗里斯·改
eureka|blm|eureka-physeos|24716|座头鲸·改
eureka|smn|eureka-physeos|24717|图亚·改
eureka|rdm|eureka-physeos|24721|布鲁奈罗·改
resistance|pld|resistance-base|30228|身负荣耀
resistance|pld|resistance-base|30245|坚毅
resistance|war|resistance-base|30230|开天碎颅
resistance|drk|resistance-base|30234|生于哀伤
resistance|gnb|resistance-base|30243|冠绝之刃
resistance|whm|resistance-base|30236|怒心
resistance|sch|resistance-base|30239|群贤毕至
resistance|ast|resistance-base|30240|天阳至宁
resistance|mnk|resistance-base|30229|轮回
resistance|drg|resistance-base|30231|三锋锐
resistance|nin|resistance-base|30233|骨不知
resistance|sam|resistance-base|30241|星切
resistance|brd|resistance-base|30232|才气焕发
resistance|mch|resistance-base|30235|执法
resistance|dnc|resistance-base|30244|交转重环
resistance|blm|resistance-base|30237|魂罚
resistance|smn|resistance-base|30238|一灵真性
resistance|rdm|resistance-base|30242|述说者
resistance|pld|resistance-augmented|30767|改良型身负荣耀
resistance|pld|resistance-augmented|30784|改良型坚毅
resistance|war|resistance-augmented|30769|改良型开天碎颅
resistance|drk|resistance-augmented|30773|改良型生于哀伤
resistance|gnb|resistance-augmented|30782|改良型冠绝之刃
resistance|whm|resistance-augmented|30775|改良型怒心
resistance|sch|resistance-augmented|30778|改良型群贤毕至
resistance|ast|resistance-augmented|30779|改良型天阳至宁
resistance|mnk|resistance-augmented|30768|改良型轮回
resistance|drg|resistance-augmented|30770|改良型三锋锐
resistance|nin|resistance-augmented|30772|改良型骨不知
resistance|sam|resistance-augmented|30780|改良型星切
resistance|brd|resistance-augmented|30771|改良型才气焕发
resistance|mch|resistance-augmented|30774|改良型执法
resistance|dnc|resistance-augmented|30783|改良型交转重环
resistance|blm|resistance-augmented|30776|改良型魂罚
resistance|smn|resistance-augmented|30777|改良型一灵真性
resistance|rdm|resistance-augmented|30781|改良型述说者
resistance|pld|resistance-recollection|30785|身负荣耀·回忆
resistance|pld|resistance-recollection|30802|坚毅·回忆
resistance|war|resistance-recollection|30787|开天碎颅·回忆
resistance|drk|resistance-recollection|30791|生于哀伤·回忆
resistance|gnb|resistance-recollection|30800|冠绝之刃·回忆
resistance|whm|resistance-recollection|30793|怒心·回忆
resistance|sch|resistance-recollection|30796|群贤毕至·回忆
resistance|ast|resistance-recollection|30797|天阳至宁·回忆
resistance|mnk|resistance-recollection|30786|轮回·回忆
resistance|drg|resistance-recollection|30788|三锋锐·回忆
resistance|nin|resistance-recollection|30790|骨不知·回忆
resistance|sam|resistance-recollection|30798|星切·回忆
resistance|brd|resistance-recollection|30789|才气焕发·回忆
resistance|mch|resistance-recollection|30792|执法·回忆
resistance|dnc|resistance-recollection|30801|交转重环·回忆
resistance|blm|resistance-recollection|30794|魂罚·回忆
resistance|smn|resistance-recollection|30795|一灵真性·回忆
resistance|rdm|resistance-recollection|30799|述说者·回忆
resistance|pld|resistance-law-order|32651|裁决手半剑
resistance|pld|resistance-law-order|32668|裁决鸢盾
resistance|war|resistance-law-order|32653|裁决双刃斧
resistance|drk|resistance-law-order|32657|裁决双手剑
resistance|gnb|resistance-law-order|32666|裁决魔机刃
resistance|whm|resistance-law-order|32659|裁决牧杖
resistance|sch|resistance-law-order|32662|裁决魔导典
resistance|ast|resistance-law-order|32663|裁决量天仪
resistance|mnk|resistance-law-order|32652|裁决指虎
resistance|drg|resistance-law-order|32654|裁决长枪
resistance|nin|resistance-law-order|32656|裁决匕首
resistance|sam|resistance-law-order|32664|裁决武士刀
resistance|brd|resistance-law-order|32655|裁决复合弓
resistance|mch|resistance-law-order|32658|裁决左轮枪
resistance|dnc|resistance-law-order|32667|裁决圆月轮
resistance|blm|resistance-law-order|32660|裁决咒杖
resistance|smn|resistance-law-order|32661|裁决魔导书
resistance|rdm|resistance-law-order|32665|裁决刺剑
resistance|pld|resistance-augmented-law-order|32669|改良型裁决手半剑
resistance|pld|resistance-augmented-law-order|32686|改良型裁决鸢盾
resistance|war|resistance-augmented-law-order|32671|改良型裁决双刃斧
resistance|drk|resistance-augmented-law-order|32675|改良型裁决双手剑
resistance|gnb|resistance-augmented-law-order|32684|改良型裁决魔机刃
resistance|whm|resistance-augmented-law-order|32677|改良型裁决牧杖
resistance|sch|resistance-augmented-law-order|32680|改良型裁决魔导典
resistance|ast|resistance-augmented-law-order|32681|改良型裁决量天仪
resistance|mnk|resistance-augmented-law-order|32670|改良型裁决指虎
resistance|drg|resistance-augmented-law-order|32672|改良型裁决长枪
resistance|nin|resistance-augmented-law-order|32674|改良型裁决匕首
resistance|sam|resistance-augmented-law-order|32682|改良型裁决武士刀
resistance|brd|resistance-augmented-law-order|32673|改良型裁决复合弓
resistance|mch|resistance-augmented-law-order|32676|改良型裁决左轮枪
resistance|dnc|resistance-augmented-law-order|32685|改良型裁决圆月轮
resistance|blm|resistance-augmented-law-order|32678|改良型裁决咒杖
resistance|smn|resistance-augmented-law-order|32679|改良型裁决魔导书
resistance|rdm|resistance-augmented-law-order|32683|改良型裁决刺剑
resistance|pld|resistance-blades|33462|女王之荣耀
resistance|pld|resistance-blades|33479|女王之坚毅
resistance|war|resistance-blades|33464|女王之英勇
resistance|drk|resistance-blades|33468|女王之正义
resistance|gnb|resistance-blades|33477|女王之决意
resistance|whm|resistance-blades|33470|女王之慈悲
resistance|sch|resistance-blades|33473|女王之睿智
resistance|ast|resistance-blades|33474|女王之天命
resistance|mnk|resistance-blades|33463|女王之安宁
resistance|drg|resistance-blades|33465|女王之荣光
resistance|nin|resistance-blades|33467|女王之精巧
resistance|sam|resistance-blades|33475|女王之忠诚
resistance|brd|resistance-blades|33466|女王之沉思
resistance|mch|resistance-blades|33469|女王之才智
resistance|dnc|resistance-blades|33478|女王之愉悦
resistance|blm|resistance-blades|33471|女王之盛怒
resistance|smn|resistance-blades|33472|女王之敏锐
resistance|rdm|resistance-blades|33476|女王之克己
manderville|pld|manderville-base|38400|曼德维尔长剑
manderville|pld|manderville-base|38419|曼德维尔鸢盾
manderville|war|manderville-base|38402|曼德维尔战斧
manderville|drk|manderville-base|38406|曼德维尔双手剑
manderville|gnb|manderville-base|38415|曼德维尔枪刃
manderville|whm|manderville-base|38408|曼德维尔牧杖
manderville|sch|manderville-base|38411|曼德维尔魔导典
manderville|ast|manderville-base|38412|曼德维尔黄道仪
manderville|sge|manderville-base|38417|曼德维尔蛇石针
manderville|mnk|manderville-base|38401|曼德维尔指虎
manderville|drg|manderville-base|38403|曼德维尔长枪
manderville|nin|manderville-base|38405|曼德维尔匕首
manderville|sam|manderville-base|38413|曼德维尔武士刀
manderville|rpr|manderville-base|38418|曼德维尔镰刀
manderville|brd|manderville-base|38404|曼德维尔琴弓
manderville|mch|manderville-base|38407|曼德维尔左轮枪
manderville|dnc|manderville-base|38416|曼德维尔圆月轮
manderville|blm|manderville-base|38409|曼德维尔法杖
manderville|smn|manderville-base|38410|曼德维尔魔导书
manderville|rdm|manderville-base|38414|曼德维尔刺剑
manderville|pld|manderville-amazing|39144|曼德维尔惊异长剑
manderville|pld|manderville-amazing|39163|曼德维尔惊异鸢盾
manderville|war|manderville-amazing|39146|曼德维尔惊异战斧
manderville|drk|manderville-amazing|39150|曼德维尔惊异双手剑
manderville|gnb|manderville-amazing|39159|曼德维尔惊异枪刃
manderville|whm|manderville-amazing|39152|曼德维尔惊异牧杖
manderville|sch|manderville-amazing|39155|曼德维尔惊异魔导典
manderville|ast|manderville-amazing|39156|曼德维尔惊异黄道仪
manderville|sge|manderville-amazing|39161|曼德维尔惊异蛇石针
manderville|mnk|manderville-amazing|39145|曼德维尔惊异指虎
manderville|drg|manderville-amazing|39147|曼德维尔惊异长枪
manderville|nin|manderville-amazing|39149|曼德维尔惊异匕首
manderville|sam|manderville-amazing|39157|曼德维尔惊异武士刀
